author_id,created_at,text
52623800,2025-08-12T11:30:00.007946+00:00,...that everything works out perfectly!  This book is a must-read for any nervous and uptight bride-to-be...or groom-to-be for that matter...or for anyone who wants a good laugh.  Here's a book from a DJ who has seen it all and has been abl
46343371,2025-08-12T11:30:00.093227+00:00,"Thank you for putting your \\""A Marriage Built to Last\\"" into a book format.  It was a real lifesaver (Marriage saver) for us.  It really gets down to the real problems facing 20th century marriages ours included.  At times you put a humor"
23949908,2025-08-12T11:30:00.177277+00:00,"Students paste their review here, without their name anywhere!"
36123625,2025-08-12T11:30:00.261499+00:00,This product has a very good type of copying paper that produces nice duplicates.  It was exactly what I needed for my class...as it was the product they asked for.  It is a good product for most research projects requiring a journal.
12826207,2025-08-12T11:30:00.347487+00:00,"Earl Doherty is a genius.  That might seem a mighty statement, but what is genius after all?  Sometimes it's no more than the ability to clearly see what is right in front of everyone's nose, something everyone else misses, or is blind to,"
41147161,2025-08-12T11:30:00.432243+00:00,"Harold Bloom has now written his most important work - the book of his life upon which not only his own soul stands in an eerie kind of judgement but so also does the soul of humanity and even God, whether or not God has condescended to exi"
35753002,2025-08-12T11:30:00.517729+00:00,"My 97-year-old mother (who was certainly not an Elvis fan) loved the book, said she couldn't put it down. My 15-year-old granddaughter (who is a Nirvana fan and thought Elvis was \\""old-fashioned\\"") loved the book, my 64-year-old sister (w"
52441348,2025-08-12T11:30:00.602185+00:00,"I finished this book last night. It's 154 pages long, so booklet is more descriptive. It's published by \\""Publish America\\"" a self publishing company. If you have the money to print copies even you can be an author! <br />   The character"
25933630,2025-08-12T11:30:00.686570+00:00,"I'm a big fan of anything Knight related (though nowhere near an expert), and am willing to read even the most 'out-there' theories, but in this case, Mark takes a great leap into the history and myth, then falls off the planet - literally."
45864394,2025-08-12T11:30:00.772255+00:00,This book explores the strength of the human spirit and how we are sometimes instruments of compassion. <br />We can be tortured and live with physical scares but none go so deep as the ones that remain on our souls. <br />Love is the deepe
25928226,2025-08-12T11:30:00.856696+00:00,Finally...a counting book! My 4 yr old is resisting learning to count. This book is great. He asks to read to it! The pictures are colorful and it can be used to teach basic math because there are questions on each page that involve either
17393008,2025-08-12T11:30:00.941249+00:00,"Great book for the titanic enthusiasts!!!!! If you loved the movie, you will enjoy this book."
14595266,2025-08-12T11:30:01.025478+00:00,"Great book - new condition, fun designs.  Can't wait to get to the machine."
23783244,2025-08-12T11:30:01.110269+00:00,"<br />The moral of the story was good, but Winter was just to ignorant for me. I dont like the ignorance of her throughout the book.  <br /> <br /> <br /> <br /> <br />"
15324193,2025-08-12T11:30:01.194350+00:00,"Brilliantly and insightfully written, The Sexual Revolution 2.0 is a must-read for everyone from tech-geeks to soccer-moms to dating-enthusiasts alike!   This book can help you explore, understand, and improve your romantic connection and c"
12106004,2025-08-12T11:30:01.279382+00:00,"Though it won a Hugo, a lot of the information that Orson Scott Card provides offered in even the smallest of writing courses. The one stand-out in this book is Chapter 2: World Creation, as it details great ways of creating that fictional"
52350147,2025-08-12T11:30:01.363323+00:00,"This is a very important book.  Gross and Levitt are, respectively, scientists trained in biology and mathematics.  They are also broadly-educated individuals who are able to deal with postmodern (and other) challenges to science on those c"
23455178,2025-08-12T11:30:01.447605+00:00,Just a quick note to say HOW IMPRESSED I am with Andy's writing STYLE. After receiving the book I was enthralled and could not put it down until the end. I am a beach fan and the words ring true to everything he has to say about it. I am al
16530729,2025-08-12T11:30:01.533658+00:00,I needed a book like this.  I had already tried two books on Evo Devo but they were so full of technical details that I couldn't keep track of what I was reading.  Endless Forms leaves out most of what is known about the subject but it says
36749329,2025-08-12T11:30:01.618216+00:00,"This book, is powerful, easy to read and very well researched that presents conclusions that are difficult to counter, let alone refute.  The war on science is a short sighted device by corporate interests acting in conjunction with religio"
12090495,2025-08-12T11:30:01.702157+00:00,"A Summer Affair captivated me while at the same time giving me the feeling that myself and the author had shared many of the same experiences, I'd love to know which parts are from her real life experiences. <br /> <br />D. Frazier"
25411895,2025-08-12T11:30:01.787080+00:00,"What do you get when you cross a mind numbing chatterbox wedding planner and a rough and ready sexy stunt coordinator/daredevil?  Well, it just might be the makings of a Wedding Survivor!<br /><br />Marnie Banks gets the chance of a lifetim"
50680304,2025-08-12T11:30:01.871209+00:00,"This is a big book, 1000 pages. It reminds me of the big books we use to have to carry in school. You can look at the table of contents above, so there is no reason for me to repeat that information here. I wanted some recipes for making no"
50909980,2025-08-12T11:30:01.958650+00:00,"What a great tale that uses the old Sleeping Beauty story and weaves it into reality.  Like the Shrek cartoon, the knight that comes to rescue the princess is not what everyone expected.  In this story the Knight is Ivan, a modern scholar w"
35147741,2025-08-12T11:30:02.043577+00:00,This wonderful indepth book gives excellent coaching tips that allows you to put the information to work immediately. The writing style is clear and concise with Julie's real life story weaved throughout the text. Journaling is also part of
36398642,2025-08-12T11:30:02.128740+00:00,"Ophelia Jensen is a small town librarian, hiding from a painful past in Summerset, Iowa.  Ophelia's grandmother, Abby, is a warm hearted, nurturing woman who uses her psychic gifts and the healing arts learned in Appalachia in helpful ways."
42621556,2025-08-12T11:30:02.213779+00:00,The book was a great help to understanding basic household plumbing. My friend and I referenced the book (quite often) when doing the rough plumbing stage of building his new home. It also has a lot of good insight on tying new plumbing int
50122160,2025-08-12T11:30:02.298908+00:00,"The Complete Idiot's Guide To Growing Your Business With Google is a no-nonsense guide to increasing the visibility, and more importantly, the viability of one's business using the internet in general and the Google search engine in particu"
23329350,2025-08-12T11:30:02.383621+00:00,"Douglas Preston's earliest solo efforts have mostly been based on historically accurate tales, ranging from Cities of Gold and Dinosaurs in the Attic to his amazing Jenny. Tidbits of real-life epiphanies have made their way from his Dinosau"
46209229,2025-08-12T11:30:02.468409+00:00,Sloane Tanen has once again taken a clever and intimate look at life and presented it - with the return of her delightful chickens - in the best of all possible ways. How much more fun it is to learn these truths through her wit and charm.
13405171,2025-08-12T11:30:02.552432+00:00,I pre-ordered this book after finishing Little Earthquakes. The book was great. The story line was a little silly but her characters had such personality. I felt like they were MY neighbors! As a stay at home mom (in a just as snooty neighb
12092705,2025-08-12T11:30:02.637183+00:00,"Each of these stories breaks some kind of taboo ... sexual, religious, social ... or all three.   They will not leave you indifferent ... recommended particularly for the author's uncanny ability to mimic different voices.  Should not be re"
12088974,2025-08-12T11:30:02.721391+00:00,"After reading the book 'Says Who?', things that Johnny and I have talked about really came to life for me.  I played baseball at the college level, so Johnny and I have many things in common.  ...My biggest challenge to this point has been,"
42224211,2025-08-12T11:30:02.806256+00:00,"This book made me feel like I wasn't alone.  This is a great book for anyone who has felt rejected in aduld cliques.  There were so many stories that had me thinking \\""Wow, that's just what happened to me\\"".  Plus I felt like there were t"
16313992,2025-08-12T11:30:02.890997+00:00,"It's so difficult to describe this book -- or the others in the series -- \\""in 250 words or less\\"", primarily because it defies labels.  It's romance, historical fiction, adventure, and fantasy, all rolled into one.  Believe me, there's e"
12462751,2025-08-12T11:30:02.975431+00:00,I found the book predictable and somewhat boring.  The only reason I continued to read it was that I hoped something would happen and add a twist.  It never happened.
43083835,2025-08-12T11:30:03.059404+00:00,"In recent years, Jonathan Kellerman has been a rather erratic author.  His Alex Delaware books, in particular, have not had the same quality they once did, and his contribution to the collaboration (with his wife Faye) Double Homicide was c"
51332643,2025-08-12T11:30:03.144298+00:00,Book was well written and shed a lot of light on how the church (Catholic) views exorcisms.  It really was more of an apeal by the author to the church to take possession seriously.  I liked the book.
21326625,2025-08-12T11:30:03.229371+00:00,If you enjoyed his other collections of anecdotes and analysis of the Hollywood sub-culture then you will enjoy this collection.I especially enjoyed the chapter on John C. Holmes which actually had some very good insights on Eddie Nash that
