author_id,created_at,text
52831609,2025-08-12T11:26:00.444538+00:00,This book gives a great flavor to training in China. It not only talks about the culture but the different traditions within Yang Tai Chi. A good read!
50676891,2025-08-12T11:26:00.789685+00:00,"This interesting essay is modeled on the provocative essays of Ignatieff's mentor, the great Isaiah Berlin. In this work, Ignatieff explores the idea of need and its consequences for how we think about the political and social organization"
49191406,2025-08-12T11:26:02.483883+00:00,"This book is a gem. It's a little hard to read from cover to cover -- kind of like a box of bitter chocolate, you come back to it again and again. The index is the ultimate scream, though."
51357860,2025-08-12T11:26:03.915558+00:00,I purchased this book to brush up on speed training and the latest techniques so I could train my son and some soccer teamates.  I have done speed training myself years ago and was familiar with the methods.  This book cuts out the fluff an
48243164,2025-08-12T11:26:05.168062+00:00,While a little too old for the Spiderwick Chronicles themselves I can appreciate an interesting and detailed world for a series of children's novels. And I can always appreciate Mr.DiTerlizzi's art.<br /><br />This is good stuff and lets yo
23795289,2025-08-12T11:26:05.615629+00:00,"I didn't have the option of giving this mess no star so I had to give it one...I don't honestly think it even rates that, though.This is absolutely the WORST Titanic novel in history!! <br /> <br />It's a shame that Captain Smith doesn't ha"
32076312,2025-08-12T11:26:06.394861+00:00,"\\""Around the end of the nineteenth century, the Lao settled on either side of the Mekong River in what became two separate nation-states, Thailand and the Lao People's Democratic Republic and in each country established a distinct and sepa"
13553196,2025-08-12T11:26:06.648792+00:00,"I really wonder how this book deserved 5 stars from some readers. <br />Most topics are explained poorly, or sometimes even not  explained at all!!! (I started thinking that autor himself need to learn the language). Second, to explain even"
31821274,2025-08-12T11:26:06.914888+00:00,"Levi's Will sets out to show that you can go home again, but that it might take a lot longer than you ever dreamed it would and there's no guarantee that the welcome mat will be out, ever again, when you do get there.  <br />A father-son sa"
36398642,2025-08-12T11:26:07.169657+00:00,"No country on earth is exempt from ruthless power mongers who buy and sell violence and destruction on a daily basis.  Humankind is overwhelmed with chaos.  This story of an American warrior in love with a Sufi woman is a standout, thanks t"
13645370,2025-08-12T11:26:07.757175+00:00,Good book by a good man who happens to also be an outstanding  football coach...Vince Dooley has always been a classy man and this book follows that mode...It is written in keeping with his personality. While it is candid and nothing is hel
36818189,2025-08-12T11:26:07.959343+00:00,"Wow was this book a bore and I TEACH HISTORY!!!! Of the 600 pages about 100 of them actually progressed the story while the rest was obviously filler. Even more frustrating, after you read 600 pages of crap the ending happens in three pages"
12081419,2025-08-12T11:26:08.210646+00:00,"I thought that it was okay. I can't remember any swear words, but I think she fell for that guy way too fast."
37386263,2025-08-12T11:26:08.670067+00:00,"Building and Closing the Sale is more of a reminder of what people have already been taught about closing sales.  Nevertheless, sales professionals occasionally need to be reminded of the basics lest we become stagnant or arrogant in our ap"
38427080,2025-08-12T11:26:08.900565+00:00,"This health book is a \\""must\\"" for every woman.  Judith Lasater's book has helped me to begin using YOGA in my everyday activities because I enjoy following the process of getting into the pose as well as understanding \\""why\\"" I'm getti"
19029158,2025-08-12T11:26:09.150636+00:00,"This book is definitely worth reading.  I found it quite inspiring and have taken stock of my life since I read it, and have come up with some goals and direction for myself !  There are a few parts that are repetitive, however, all in all"
