author_id,created_at,text
12808490,2025-08-12T11:48:37.585104+00:00,"In few words, it is one of the best books for compilers writers. It goes step by step in all phases of the compiler + a comprehensive part of tools like lex and yacc."
50895040,2025-08-12T11:48:37.946484+00:00,I have been a fan of Sue Halpern's writing since Migrations to Solitude. I found this books as I searched this site for new works from authors I respect. My introduction to the book was as a reader of the reviews on this site.    I'll admit
39858750,2025-08-12T11:48:38.033686+00:00,"This book adds substantial information on one of the key role-playing locations in all the Realms, and also reveals a lot of plots that are going on there. It is written with very easy cross-referencing with other FR material, while also gi"
51034875,2025-08-12T11:48:38.139569+00:00,I have both of Ms. Stanco's books and find them both to be an invaluable resource and guide.  I would highly recommend both books.  The format of these books are terrific and full of great information..a must have for any educator/administr
28146923,2025-08-12T11:48:38.236879+00:00,"All my life I've longed for the answers written within the pages of this book.  Not only did I learn about beauty but I learnt how to love the not-so-beautiful experiences of my life.   Above all, I leaned to be real!  I am so thankful to A"
12418158,2025-08-12T11:48:38.348604+00:00,"When I picked up this book I thought it would be ok. It was wonderful I couldnt put it down. I thought that the one girl shouldnt have been hurt like she did, but it was a good story about Alex and how she learns to trust and love."
12697999,2025-08-12T11:48:38.442956+00:00,"Yo this book was mad crazy, I was so into this book that I missed 5 phone calls and my phone was right next to me no lie. This girl she was so dumb, but this book was all that. This is my new favorite book now. <br /> <br />And it better be"
49148452,2025-08-12T11:48:38.557251+00:00,Credit little known but awfully influential Kane/Miller Book Publishers with what may well be called the nicest Taiwanese picture book discovery of the century.  We're all familiar with that overused idea of how no-matter-how-different-we-l
12121702,2025-08-12T11:48:38.675452+00:00,"It's a good textbook and it's usually easy to make sense of the events, but on more than one occasion, the author assumes you remember some detail from a previous chapter where it wasn't stressed, and therefore dives right into a new explan"
14119895,2025-08-12T11:48:38.765818+00:00,"\\""It Never Stops\\"" <br />By: Barbie Durbin <br /> <br />Barbie Durbin writes of her own personal journey through the horrors of domestic violence.  However, her book does not contain documentation of repeated incidents, which continue unt"
43106294,2025-08-12T11:48:38.879810+00:00,"King has certainly demonstrated his ability to master various styles, and some of his previous works have included elements of the \\""hard-boiled detective genre\\"" that this series is meant to emulate. However, there is very little in this"
52853406,2025-08-12T11:48:38.995261+00:00,"I am biased about this book, because it was written by my father, George E. Farrell, MD.  However, I am posting a review from another website to alleviate my bias:<br /><br />This concise monograph on actinomycosis is well written and prese"
50154014,2025-08-12T11:48:39.105362+00:00,"Many of us revere, love, and learn from our Eastern teachers. I myself am a student of Thich Nhat Hanh's. But how easy is it to relate to a celibate elder zenmaster who was born in a different time and culture? Perhaps not so hard but Geri"
47693938,2025-08-12T11:48:39.211198+00:00,"This is an engrossing tale with just the right balance of historical detail, action, and romance. Chadwick's characters are well rounded and her writing superb. I've never read any of Chadwick's novels before, and this was a very pleasant s"
44390248,2025-08-12T11:48:39.297891+00:00,"This is an eminently readable, well-written and researched book on the Boxer Rebellion; a true treasure for those interested in the rebellion and a very good work of popular history in general.<br /><br />Diana Preston traces the incident f"
15476805,2025-08-12T11:48:39.382767+00:00,"Not as simple as The Alchemist, but it certainly is an excellent piece of work. It may not be very high on content. One has to notice subtle messages throughout the book    The conversation between \\""The author's wife\\"" and the Old man in"
53096155,2025-08-12T11:48:39.467518+00:00,"I first saw these images in a museum in Napa California.  They had been enlarged to almost 2'x3' in size and were stunning.  I like the book, better, however, because you can look deeper at each culture and the text is fascinating.  This is"
35201939,2025-08-12T11:48:39.643763+00:00,"I love the format and focus of this rapid read handbook and have used it with several business leaders I have coached. It's a great tool to help people think, act and have an impact beyond the narrow scope of their specific responsibilities"
23046353,2025-08-12T11:48:39.733608+00:00,"This book covers a lot of what every beginner should know about Wicca and Witchcraft. It's a must have for every practitioner, and maybe a little gift for family members (if you just came out of the broom closet)..."
44129955,2025-08-12T11:48:39.824648+00:00,Not only is it the ESV translation (a much more readable version than the KJV by far) It has some 245 photos throughout that illustrate the text for kids.  It has nearly 30 pages of material that clearly and effectively explain to CHILDREN
12317381,2025-08-12T11:48:39.910946+00:00,I really loved this book because it prepared me for everything. The only thing that would have made it 5 stars is if it was a longer book. It hits every topic I could think of.
33714986,2025-08-12T11:48:39.996714+00:00,A true story about the heroism of our buys in combat.  Taking Bagdad wasn't as easy as we all thought.
31643635,2025-08-12T11:48:40.090540+00:00,"Whether you intend to act as the general contractor or leave everything to somebody else, this book is an excellent resource for how to get it right when incorporating passive solar features into a house.  From site selection to plan orient"
12122888,2025-08-12T11:48:40.174834+00:00,"Today's women find themselves asking, again and again, how do I separate fact from fiction when it comes to facial aging? Bombarded daily by gimmicks and promises of `the fountain of youth,' women concerned about anti-aging treatment need t"
27924399,2025-08-12T11:48:40.260411+00:00,Amazingly boring subject for me. Only got it because I had to. It is written well.
12322978,2025-08-12T11:48:40.356059+00:00,"Browning does a great job for the subject he had. I loved the amount of information. The research seems to show that Young was a nice guy to know, but he wasn't very entertaining himself. I think Browning does well in telling Young's story"
46523614,2025-08-12T11:48:40.479848+00:00,"Although \\""The Way of the Warrior: The Paradox of the Martial Arts\\"" was first published in 1987, it continues to be an important contribution to the martial arts and vital reading for all serious practitioners of the fighting arts. It be"
50762809,2025-08-12T11:48:40.571637+00:00,"I don't know if Heinlein had read Lord of the Flies before writing his book, Tunnel in the Sky.  I think it unlikely because they were released within a couple years of each other.  The plot is very similar: a group of boys and girls are st"
51212051,2025-08-12T11:48:40.655697+00:00,Electa has a way of bringing you so close to the characters in The Ties That Bind. You feel as though you know them. Very vivid scenes! Christian tried his best to be faithful to his best friend. Brice.... lord you just wanna shoot him! I o
47919446,2025-08-12T11:48:40.743534+00:00,"I fully agree with the review of Mr. Vernooy which also appears here.  Once a new player has learned the moves, the player needs to know how to formulate strategy.  This book shows how masters plan their moves without necessarily seeing 12"
22956461,2025-08-12T11:48:40.832918+00:00,"I am very pleased with this Bible.  Anytime I can hold the word of God in my hands I feel better!  NASB is a great translation and Ryrie does a good job on notations, references, and additional information.  The construction is well above a"
52853455,2025-08-12T11:48:40.923952+00:00,"My first thought upon finishing this book was that it should be required reading. This is the most honest, detailed, thoughtful and wise book on death, grief and mourning that I have ever read. In fact, it is probably the only book on death"
36005398,2025-08-12T11:48:41.009883+00:00,"This is a very well organized work.  It's a \\""must read\\"" for any student of Masonic History.  For the non-Mason it provides a good insight into the early history of the fraternity.  This book is well researched and and properly documente"
13252657,2025-08-12T11:48:41.094544+00:00,"Very informative.  Everyone should read this book and then do whatever they can to help get the Fair Tax Bill passed.  Neal and Congressman Linder do a great job in explaining how the Fair Tax would work, and how income tax \\""came to be\\"""
35985708,2025-08-12T11:48:41.180657+00:00,"This book is a study of Elizabeth Cady Stanton's final address in 1892 called \\""Solitude of Self\\"" in which she feels the human condition we all suffer sometimes, loneliness.  When she went to London in 1840, the way she was treated made"
51279312,2025-08-12T11:48:41.268810+00:00,"I totally agree with the review from above (i.e., (i) Debt sucks. Don't get into it. Buy with cash; (ii) here's how to payoff debt: Concentrate on the smallest debt first. Pay what you can on it, over the minimum payment. Once the smallest"
52496636,2025-08-12T11:48:41.358659+00:00,"\\""Coming into the Country\\"" is a classic that every visitor to Alaska should read.  But the first two sections can be skipped by most people.  Section one, \\""The Encircled River\\"" is about the Kobruk River, and section two, \\""What they"
38491967,2025-08-12T11:48:41.447260+00:00,"Bond shows how your PC can be an invaluable and fun part of your life, if you want to capture and manipulate pictures, video and audio. The idea is to transform the PC into a digital media centre. Now, to be sure, there has been a lot of hy"
36482224,2025-08-12T11:48:41.533403+00:00,Good section on theory and very good coveage of specific ailments. I also liked the combining of energy and psychology. Better than most books I have read on the subject. <br /> <br />The suggestions I have are  <br />-a better index (benef
43491026,2025-08-12T11:48:41.618452+00:00,"I am a technical editor. I was so distracted by half-page sentences and incorrect punctuation that I couldn't continue reading. The author knows a great deal of history, but he jumps from century to century so fast that I couldn't keep trac"
52833920,2025-08-12T11:48:41.711679+00:00,"Those of us rating this book 1 star (or less) are in the vast minority.  Take some time and view the reviews by lowest rating first.  The title of my review says it all for me.  In an \\""interview\\"" in my version, the author says she ended"
24296683,2025-08-12T11:48:41.799656+00:00,"This book must be read as a fictional story. Unfortunately, many readers will come away thinking that they are now more informed on how international adoption in China results. An analogy would be thinking that \\""true love\\"" was illustrat"
12122167,2025-08-12T11:48:41.884957+00:00,"I'm 25 years sober, I picked up this book after seeing Chris on Larry King, because of the recovery expect of this book.  I don't really care much for Kennedys and think that the whole fascination with his family is bizarre.  I think only t"
12134476,2025-08-12T11:48:41.987389+00:00,"Bronte once described Austen's work as 'a storm in a teacup' but after reading Patchett's novel, I have to say it is a wonderfully fragile study of human capabilities and potential amidst a suspended paradigm of time.<br /><br />Dignitaries"
50067221,2025-08-12T11:48:42.071656+00:00,"I enjoyed other books in the Tillerman cycle, but this book was not one of Voigt's best. The main character Bullet, a high school track star and an obstinate loner, is a racist. This is all right, as the book is set in the sixties. However,"
53012990,2025-08-12T11:48:42.158851+00:00,"If you have read even a few of the books in the Discworld series, you know that this fantastic and satirical world is populated with a parade of colorful characters and unusual geography. Haven't you wondered what Sam Vimes really looks lik"
14332457,2025-08-12T11:48:42.246330+00:00,its a very interesting read. i first came across the anime at blockbuster sitting on the shelf in the rental section. they didnt have it to buy so i made a mental note to do so. then i came across the manga at a book store and was extatic.
48717027,2025-08-12T11:48:42.332128+00:00,"This book goes beyond the usual history books or poorly written \\""to be a Ranger\\"" type efforts. Lots of first-hand accounts of Rangers in action, lots of truth too. Issues such as the changing of the beret, morale and problems with the c"
52501449,2025-08-12T11:48:42.426418+00:00,"Of the many books on style that I have read, this is the first that draws on research in cognitive psychology to buttress its recommendations. Perhaps it should have been called: \\""A Scientific Approach Toward Clarity and Grace.\\"" For tha"
16421238,2025-08-12T11:48:42.512370+00:00,"THESE ARE THE 3 OF THE MOST INFAMOUS FEMALE AUTHORS OUT THERE!!! THEY PUT THREE VERY GOOD STORIES TOGETHER. BUT HANDS DOWN TO KASHAMBA AND NIKKI, THEY DID WHAT THEY DO BEST, AINT NO DENYING THAT!!!! <br /> <br />KASHAMBA'S STORY WAS REALLY"
43491026,2025-08-12T11:48:42.598775+00:00,I wanted to read a book about Ireland and its people. This is the perfect one. The author gives the reader a history lesson and great insight to the character of the Irish people as a whole. To this end he uses a storyteller - one who trave
