author_id,created_at,text
23750809,2025-08-12T11:28:00.095217+00:00,"With the help of Miss Pennington, her devoted mentor and tutor, Charlotte Simmons' is miraculously able to develop her scholarly gift and graduate from her small western North Carolina high school as class valedictorian.  In most cases, gra"
50759440,2025-08-12T11:28:00.182205+00:00,In this book Detective Alex Cross meets one of his biggest<br /><br />challenges yet.A very brilliant criminal who goes by the name of<br /><br />the Mastermind has pulled off a series of stunning bank robberies.The bank robbers have been k
51304638,2025-08-12T11:28:00.283096+00:00,"Not a bad pocket book of maps for the world.  The maps seem accurate and reasonably detailed for the price and size.  Unlike most atlases, this one does not overdo the amount of textual information offered - instead there is just maps and a"
16750051,2025-08-12T11:28:00.372398+00:00,"I, as many of us have, read the books of Faye Kellerman in the Rina Lazarus/Peter Decker mode.  This book is different and special. <br /> <br />Ms. Kellerman went into her family history to create a novel set in  1920's Munich.  She uses t"
12085059,2025-08-12T11:28:00.468582+00:00,"The book Jade Green is a well - written, mysterious suspenseful ghost story. I thought it was a really great book. I usually read at night, and it had me looking under my bed to see if anything was actually there. If ghost stories are your"
23903825,2025-08-12T11:28:00.555320+00:00,"This is a clear, well written book on a difficult subject. In the first chapter the author gives a summary of the different types of abuse. The following three chapters take one type of abuse and expand on the subject. The final chapter cal"
37237103,2025-08-12T11:28:00.640817+00:00,I received your book yesterday and read it in one sitting! I was saddened that anyone had to endure such heartache. Having been a victim of child abuse I definitely related to your turmoil.  <br />Some demons we carry with us cannot be expl
52886468,2025-08-12T11:28:00.747174+00:00,"\\""The best automobile history ever written\\"" -- that's a big claim and is easily misunderstood. But I think it would be exceedingly difficult to find a more thorough, better researched, more comprehensive, and better written automobile hi"
13150698,2025-08-12T11:28:00.835793+00:00,"Between sending our country to war over false pretenses (ie; Bush's personal greed), terrible response to Hurricane Katrina, this whole anti-gay thing, and the failure that was No Child Left Behind, I'd have to say that Bush is not a very g"
52912193,2025-08-12T11:28:00.931859+00:00,"You would figure that a book published by Harvard must be very good, right? Wrong. This book shows its origins as a doctoral dissertation, it is basically a compilation of atrocity reports from a couple of German security units. There is no"
12085059,2025-08-12T11:28:01.018139+00:00,"The book Jade Green is a well - written, mysterious suspenseful ghost story. I thought it was a really great book. I usually read at night, and it had me looking under my bed to see if anything was actually there. If ghost stories are your"
12076411,2025-08-12T11:28:01.123397+00:00,This book includes so many modern day examples mixed with scholarly philosophies about lying. I like that many different beliefs are included and debated. Bok presents some reasonable and also some quite bold ideas about this controversial
46849857,2025-08-12T11:28:01.214523+00:00,"This sturdy little book has a story that revolves around the imagination of Harold, but unlike the original book, you don't really get a sense of how his purple crayon plays a part.<br /><br />Harold is shown on a motorcycle, driving a bus,"
50649342,2025-08-12T11:28:01.300391+00:00,"Dogs are my passion, in this wonderfully written book I've found that I am in GREAT company. It was well written, some of the stories could have been shorter. But it made me laugh and cry, and after almost every chapter I was amazed at what"
29053692,2025-08-12T11:28:01.389370+00:00,"When I finished this book, I put it down and sighed. Wow, this could've been so much better then what was given to me. Since my, A Nightmare on Elm Street 1 review might've been all around and hard to follow, let me break down this review.<"
34094473,2025-08-12T11:28:01.475895+00:00,"I generally read non fiction. Occasionally, I go to the library and pick up a book and have to renew it before I finish it. Not so with Glimpses of Paradise.  <br />I loved how the author weaved the lives of the main characters together. Wh"
12084079,2025-08-12T11:28:01.562138+00:00,This is one of the most amazingly creative stories I have read in a long time.  The author really draws in his audience with the development of his characters.  He uses stunning descriptions to really make you feel the strange and sometimes
51325095,2025-08-12T11:28:01.651334+00:00,"Lee McKinney has an active e-mail correspondence with other people in her area who work in the food industry.  She is getting tired of receiving \\""inspirational\\"" e-mails from Julie Singletree and is trying to think of a way to cut her ou"
52703629,2025-08-12T11:28:01.750250+00:00,I had been corresponding with the author several years before we met in Jerusalem about 1995. Here in his fine book is a detailed analysis of the strange temple described in the closing chapters of Ezekiel. Not only has this temple never be
50776149,2025-08-12T11:28:01.834060+00:00,"There is a fading support for the situation in Iraq. The newspapers are filled with a running count of how many soldiers were killed today and in total. As of now it's about 2,000, just about how many Americans are killed every two weeks on"
27407592,2025-08-12T11:28:01.918161+00:00,"This is an absolutely fascinating book that I read over the course of about 2 days while flying to Europe last summer.  I've always found Mormonism to be a scary and bizarre religion, founded by a man as an excuse to marry as many women as"
12083073,2025-08-12T11:28:02.002470+00:00,"This is a book for serious birders of the highest order.  It's clearly written with ornithologists and animal scientists as the primary audience, but there is a wealth of information in it.  If you keep a library, this book will be in it."
12084021,2025-08-12T11:28:02.087810+00:00,"After reading this book, I decided to stand up against the management malpractice going on in my organization.  Thanks to Hickman's persuasive style and dead-on insights, I realized that I don't have to put up with the nonsense that goes on"
15418990,2025-08-12T11:28:02.172632+00:00,"Its got a misleading title this is in no shape or form a \\""step by step how to manual\\"". This is more like exposing frauds and how to spot some occult nonsene. I love the artwork and love certain chapters. There's only like one or two cha"
40176165,2025-08-12T11:28:02.257916+00:00,"I bought this book for my 5 year old. This book has great illustrations and uses words that beginner readers can understand.  \\""Just Open A Book\\"" helps show little minds why reading is so important - you can go anywhere or be anything wh"
38147774,2025-08-12T11:28:02.349957+00:00,I absolutely loved this book.  I never put it down the moment that I started reading it.  It was full of action from the first page until the last.
50857404,2025-08-12T11:28:02.440310+00:00,"The Woods' books have always blown me away~but King Bidgood is far and away their best effort yet!!! Between the art and the mesmerizing tale this book rates a 10 on a 1-5 scale: Yes, it is that good!!!"
51307746,2025-08-12T11:28:02.546901+00:00,I'm a fan of Laurie King's Mary Russell series and this is the first of her non-Mary Russell books that I've read. I must admit I was impressed. I was engrossed on the first page and it held my attention throughout. I usually find most firs
13138109,2025-08-12T11:28:02.632071+00:00,"This book was in perfect condition as stated in the description. Fast, easy and I would use this seller again!!!"
52147705,2025-08-12T11:28:02.716587+00:00,I give this 5 stars because its one of very few DnD books by Wizards of the Coast that's come out in the past two years that I read from cover to cover. It interested me. A lot of the other titles they've released lately have been the sort
52999294,2025-08-12T11:28:02.803048+00:00,"This book is indeed quite complex and not really geared toward beginners. The reader should have at least a basic to medium knowledge of the topic. By the way, I know that the German version is 100% more complicated and harder to understand"
37978711,2025-08-12T11:28:02.887151+00:00,"Great book.  Customer service gets 0 stars.  The image on the web page says there's a CD inside the book, but the one I received didn't have it.  Returned it for a replacement asking for one with the CD.  Didn't get that either.  Would be n"
