author_id,created_at,text
50695919,2025-08-12T11:38:00.048373+00:00,"I checked out this book from the library becuase I liked the illustrations in a woodcut style. The story is the real gem - humorous and repetitive, with great lessons to boot. My children have just turned 4 and 6, and they both ask for a re"
50774824,2025-08-12T11:38:00.134024+00:00,"This was the first book by Louise Erdrich that I read, and I really loved it. It's a literary tour around Ojibwe country, some of which she takes with her baby's father, a spiritual leader, and of course, her baby, who the animals seem intr"
32954102,2025-08-12T11:38:00.227168+00:00,Joe is a great and effective teacher.  True story.  His book is an entertaining and insightful read in how to approach Shakespeare as an actor.  Also a true story.
19343152,2025-08-12T11:38:00.312879+00:00,"On a cold and rainy Saturday, after having a rather terrible couple of weeks, I took myself to a movie and then the bookstore. I bought this book on a whim, based on the lusciously gorgeous illustrations and the profoundly enticing writing"
52142938,2025-08-12T11:38:00.396947+00:00,"I'm too lazy to write a review for each book in this excellent series.  If you like this first book (I don't see how you won't), you'll want to get the whole series anyway.  We have the whole group and have enjoyed each book!  One of the be"
52496677,2025-08-12T11:38:00.483169+00:00,"Richard Hell continues to startle, shock, and energize the art world with his juicy creative spins, traits which initiated the Punk music era in the 1970s and have continued to challenge stagnations in music, poetry and literature with his"
50523404,2025-08-12T11:38:00.567800+00:00,"Life That Wins is a wonderful bible study that not only focuses on weight loss, but on building your relationship with God and others around you. It is very encouraging and also convicting. It is a great motivational tool for growing in Chr"
16121903,2025-08-12T11:38:00.652291+00:00,"Me likey the book, me likey Gays in Opera cause no one writes about (see \\""Opera: The Undoing of Women; Catherine Clement) them.And Opera, Callas singing Delibes Laksme is good. It's good someone talks about how Gays like Opera, otherwise"
52894384,2025-08-12T11:38:00.736950+00:00,"Samantha Turner looks young, frail, and sweet. In truth she is ancient, strong, and extremely deadly. Samantha is a vampire. She wants to be mortal or at least pass for one. Since she moved into the neighborhood and opened The Artemis Shelt"
13508753,2025-08-12T11:38:00.821937+00:00,"As far as Analysis goes, Mr. Landau really sets up a nice foundation in this text. I highly recommend this book to anyone who would like to build a strong background in Analysis, especially concerning its foundation."
12107068,2025-08-12T11:38:00.909949+00:00,"I really wish they had a 0 star rating... <br /> <br />First off, I hate the cover of this book.  Did you hold a contest for a bunch of 5 year olds and have the best one be put on your cover?  $19.99 for this book?!  It is under 200 pages a"
16021648,2025-08-12T11:38:00.995095+00:00,"This is an excellent reference to the science behind and beyond THE WARRIOR DIET, not that you have to have that book to read this one, but it is more of a clear application guide to the concepts in this book. This book can be a great resou"
37347364,2025-08-12T11:38:01.081156+00:00,"You can be stylish, well-dressed and well-groomed every day of the year with the EASY tips presented by Lloyd Boston.<br /><br />This big, beautiful (and stylish:) book has great daily ideas and how-to's that will have you looking your best"
37029389,2025-08-12T11:38:01.165953+00:00,"This book is super hyped and long on style, short on substance.  I have been knitting for over a decade and the patterns in this book are poorly planned and described, and require hunting through the internet for corrections due to the fact"
52547971,2025-08-12T11:38:01.252358+00:00,Manipulating science for political ends has probably been around as long as politics but as in so many other ways the administration under President George W. Bush has taken abuse to a whole new level. Perhaps the most frightening symbol is
13722469,2025-08-12T11:38:01.336869+00:00,"This is the first Struts book ever published and the one I bought when I first learned Struts. Being a Struts developer himself, the author understands the topics very well. For exmaple, the MVC design pattern was explained well, and so wer"
25352491,2025-08-12T11:38:01.425868+00:00,"I LOVE this book! It is rarae to find an author who pulls me in from page one. This book is so entertaining - yet I have found many thought-provoking passages. As someone who has moved away from their home town, I greatly appreciate it. The"
20920671,2025-08-12T11:38:01.511965+00:00,I'm a huge fan of Ellis's work and I've enjoyed all of his books.  Until this one.  An intriguing drama about adjusting to suburban life and giving up the youthful days of partying gets lost in a subplot of cheesy horror.  But the scary par
50990635,2025-08-12T11:38:01.596723+00:00,"I really like the concept of this method, but I can not use the recipe schedule in the book because every single one of them is a meat dish.  I would love to have a vegetarian option available for the next edition (hint hint).  As it is, I"
28989403,2025-08-12T11:38:01.680766+00:00,"I enjoyed this book very much as a conservative, although I don't think the liberals will like it too much. Maybe it will show them the error of their ways! A book that needed to be written!"
30978134,2025-08-12T11:38:01.766070+00:00,This is an outstanding book on permission based e-mail.  Anyone considering doing or who is doing a newsletter should consider getting this book.  It contains excellent insight and ideas on how to execute and improve an email newsletter pro
50901900,2025-08-12T11:38:01.852294+00:00,"i just became acquainted with this writer myself and began with <br />\\""death in a strange country.\\""  i bought three of her mysteries at the same time because they looked so promising and because i am planning a trip to italy (at least i"
45545458,2025-08-12T11:38:01.936813+00:00,I thought this book was a how to book. It is a book that tells the amount of suggar in foods that you eat.  This book did not tell me anything about how to stear kids away from sugary foods. I was looking for good sugar subsitutes and natur
12108069,2025-08-12T11:38:02.021889+00:00,"<br />I picked this book up after reading about it in People magazine. I was enthralled by it. It sneaks up on you, like a psychological novel, especially once you get through the introduction. There are some beautiful lines and scenes i do"
18101750,2025-08-12T11:38:02.106699+00:00,"Rick has produced a book that will revolutionize your life.  It iw well written and well illustrated.  If you incorporate this information into your life, you will be FOREVER FIT. <br />His encouragement has enabled me to continue walking a"
53054022,2025-08-12T11:38:02.191940+00:00,"At times an inspired explanation and exploration of the first Chabad Rebbe's book of Tanya. Rabbi Steinsaltz uses more words to say what the Rebbe says in just a few, but for most of us this is necessary to understand in depth and apply to"
51809674,2025-08-12T11:38:02.294052+00:00,"This guide to the  liturgy is essential to pray the LOTH. It is compact, concise, and cheap."
29181451,2025-08-12T11:38:02.382794+00:00,"After reading about Oppenheimer, I became interested in Teller and his role in the development of nuclear weapons and the Oppenheimer/Los Alamos saga. Though billed as a biography, this tome offers little in the way of insight into who Tell"
